FICHE;ZONE;NUMECH;P01;P02;P03;P04;P05;P06;P07;P08;P09;P10;P11;P12;P13;P14;P15A;P15B;P16;P17A;P17B;P18A;P18B;P19;P20;P21;P22;P23;P24A;P24B;P25;COEP
2 ;002001;024;01;1;1;033;1;1;1;5;2;0;46;3; ;1;002001;10; ; ; ;2; ;2;5;2;4;3;5;3;1;036.300
2 ;002001;024;02;2;2;030;1;1;1;5;6;0;36;3; ; ;      ;  ; ; ; ;2; ;2;5;2;2;3;4;3;1;036.300
2 ;002001;027;01;2;1;064;1;1;2;2;7;0;54;3; ; ;      ;  ; ; ; ;2; ;5;5;5;3;2;3;4;1;049.270
2 ;002001;028;01;1;1;064;1;1;1;5;7;0;32;3; ; ;      ;  ; ; ; ;2; ;3;5;1;3;3;4;4;1;036.300
2 ;002001;028;02;2;2;064;1;1;1;5;7;0;32;3; ; ;      ;  ; ; ; ;2; ;3;5;1;2;3;5;4;1;036.300
2 ;002001;049;01;1;1;037;1;1;1;3;1;0;32;3; ;2;001001;09;3; ;1;2; ;5;5;2;4;1;4;5;1;036.300
2 ;002001;049;02;2;2;028;1;1;2;4;1;0;54;3; ;2;002002;09;3; ;1;2; ;5;5;5;2;1;4;5;1;036.300
2 ;002001;060;01;1;1;043;1;1;1;3;1;0;22;3; ;2;005001;09;1;2; ;2; ;5;2;2;5;5;5;5;1;037.507
2 ;002001;060;02;2;2;040;1;1;1;3;2;0;22;2;1;2;005001;09;3; ;2;2; ;5;4;2;2;2;5;5;1;037.507
2 ;002001;060;03;1;3;016;1;1;2;0;5;0;85;3; ;2;007001;  ; ; ; ;2; ;5;5;5;2;2;5;5;1;037.507
2 ;002001;060;04;1;3;014;1;1;2;0;5;0;84;3; ;2;007001;  ; ; ; ;2; ;5;5;5;2;2;5;5;1;037.507
2 ;002001;061;01;1;1;036;1;1;1;2;2;0;61;3; ;2;068006;19;1;1; ;2; ;5;5;1;1;5;5;5;1;037.507
2 ;002001;061;02;2;2;030;1;1;1;2;2;0;61;3; ;2;068006;19;1;1; ;2; ;5;5;1;1;5;5;5;1;037.507
2 ;002001;061;03;2;3;013;1;2;2;0;5;0;84;3; ;2;068006;  ; ; ; ;2; ;5;5;5;1;5;5;5;1;037.507
2 ;002001;061;04;1;3;006;2;2;2;0;5;0;83;3; ;2;068001;  ; ; ; ;2; ;5;5;5;1;5;5;5;1;037.507
2 ;002001;077;01;2;1;080;1;2;1;3;7;0;46;2;1; ;      ;  ; ; ; ;2; ;5;5;5;1;1;2;2;1;049.270
2 ;002001;113;01;1;1;052;1;1;1;2;7;0;51;3; ; ;      ;  ; ; ; ;2; ;5;5;4;4;2;4;5;1;036.300
2 ;002001;113;02;2;2;036;1;1;1;5;1;0;51;3; ;2;007009;15;3; ;1;2; ;5;5;5;4;5;5;5;1;036.300
2 ;002001;115;01;1;1;027;1;1;2;4;1;2;47;1;1;2;200005;13;3; ;1;2; ;4;5;5;2;2;4;1;1;049.270
2 ;002001;123;01;2;1;087;2;2;1;3;7;0;46;3; ; ;      ;  ; ; ; ;1;9;5;5;5;3;5;5;5;2;049.270
2 ;002001;142;01;2;1;088;1;2;2;5;7;0;41;3; ; ;      ;  ; ; ; ;1;2;5;5;5;4;5;5;5;1;049.270
2 ;002001;146;01;2;1;038;1;2;2;2;6;0;56;2;1; ;      ;  ; ; ; ;2; ;5;5;5;4;1;5;3;1;036.300
2 ;002001;146;02;2;3;006;2;2;2;0;5;0;83;3; ;2;002001;  ; ; ; ;2; ;5;5;5;4;1;5;5;1;036.300
2 ;002001;157;01;1;1;064;1;2;1;7;7;0;22;3; ; ;      ;  ; ; ; ;2; ;5;5;3;5;1;4;4;1;036.300
2 ;002001;157;02;2;2;059;1;2;2;7;8;0;22;3; ; ;      ;  ; ; ; ;2; ;5;5;5;2;1;2;4;1;036.300
2 ;002002;003;01;1;1;075;2;2;1;3;7;0;47;2;1; ;      ;  ; ; ; ;2; ;5;5;4;4;5;5;5;1;036.300
2 ;002002;003;02;2;2;075;2;2;1;3;7;0;54;2;1; ;      ;  ; ; ; ;1;9;5;5;4;5;5;5;5;2;036.300
2 ;002002;007;01;1;1;044;1;1;1;4;6;0;47;3; ; ;      ;  ; ; ; ;2; ;5;5;2;3;2;5;4;1;037.507
2 ;002002;007;02;2;2;038;1;1;1;4;1;0;46;3; ;2;008006;11;2; ;1;2; ;5;5;3;3;1;5;4;1;037.507
2 ;002002;007;03;2;3;008;2;2;2;0;5;0;83;3; ;2;007002;  ; ; ; ;2; ;5;5;5;3;4;5;4;1;037.507
2 ;002002;007;04;1;3;005;2;2;2;0;5;0;83;3; ;2;007006;  ; ; ; ;2; ;5;5;5;3;4;5;4;1;037.507
2 ;002002;011;01;2;1;079;2;2;1;2;8;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;4;3;4;5;5;1;049.270
2 ;002002;019;01;1;1;037;1;1;1;3;1;0;21;3; ;2;999999;06;1;3; ;2; ;5;5;1;4;4;5;5;1;037.507
2 ;002002;019;02;2;2;035;1;1;1;4;1;0;46;3; ;2;002003;14;3; ;1;2; ;5;5;3;2;4;5;5;1;037.507
2 ;002002;019;03;1;3;007;2;2;2;0;5;0;83;3; ;2;007002;  ; ; ; ;2; ;5;5;5;2;4;5;5;1;037.507
2 ;002002;019;04;1;3;004; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;037.507
2 ;002002;036;01;2;1;036;1;1;1;5;1;0;36;3; ;2;999999;10;3; ;1;2; ;5;5;4;3;2;3;5;1;049.270
2 ;002002;037;01;1;1;025;1;1;1;5;1;2;55;3; ;2;030004;07;1;2; ;2; ;5;1;1;5;5;5;5;1;049.270
2 ;002002;048;01;1;1;023;1;1;1;0;4;0;88;3; ;2;983137;  ;2; ;1;2; ;5;1;5;5;2;5;2;1;036.300
2 ;002002;048;02;2;2;022;1;1;1;0;4;0;88;3; ;2;010002;  ;2; ;1;2; ;5;1;5;5;4;5;5;1;036.300
2 ;002002;050;01;1;1;039;1;1;2;4;1;0;51;3; ;1;002002;16;3; ;1;2; ;5;5;5;5;5;5;5;2;049.270
2 ;002002;053;01;2;1;056;1;2;2;3;9;0;82;1;1; ;      ;  ; ; ; ;1;9;5;5;5;3;2;5;4;1;049.270
2 ;002002;074;01;2;1;070;2;2;1;2;7;0;41;2;1; ;      ;  ; ; ; ;1;7;5;5;5;4;4;5;4;1;049.270
2 ;002002;079;01;1;1;038;1;1;1;5;1;0;55;3; ;2;003003;09;3; ;1;2; ;5;5;5;5;4;4;4;1;046.930
2 ;002002;079;02;2;2;036;1;1;1;5;1;0;55;3; ;2;002002;09;3; ;1;2; ;5;5;5;5;4;4;4;1;046.930
2 ;002002;079;03;1;3;002; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;046.930
2 ;002002;087;01;2;1;082;1;2;1;2;7;0;22;3; ; ;      ;  ; ; ; ;2; ;5;5;5;4;5;5;4;1;049.270
2 ;002002;098;01;1;1;077;1;1;1;3;7;0;36;3; ; ;      ;  ; ; ; ;2; ;5;5;3;2;2;4;5;1;036.300
2 ;002002;098;02;2;2;076;2;2;1;3;8;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;5;2;2;5;5;1;036.300
2 ;002002;102;01;1;1;043;1;1;1;4;6;2;56;3; ; ;      ;  ; ; ; ;2; ;5;5;5;4;2;3;4;1;049.270
2 ;002002;114;01;2;1;090;2;2;1;3;7;0;23;3; ; ;      ;  ; ; ; ;1;6;5;5;5;3;5;5;5;1;049.270
2 ;002002;117;01;1;1;058;1;1;1;5;1;0;36;3; ;2;200003;18;1;2; ;2; ;5;5;1;3;3;5;4;1;036.300
2 ;002002;117;02;2;2;058;1;1;1;5;8;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;2;4;5;5;4;1;036.300
2 ;002002;125;01;1;1;027;1;1;2;3;1;0;61;3; ;2;002001;07;3; ;1;2; ;5;5;5;2;1;5;4;1;049.270
2 ;002002;126;01;1;1;064;2;2;1;5;7;0;36;3; ; ;      ;  ; ; ; ;2; ;5;5;5;4;4;4;5;1;049.270
2 ;002002;131;01;2;1;082;2;2;2;2;7;0;46;2;1; ;      ;  ; ; ; ;2; ;5;5;5;4;2;4;5;1;049.270
2 ;002002;177;01;1;1;063;1;1;1;3;1;0;46;3; ;2;002003;07;3; ;1;2; ;5;5;3;4;4;5;5;1;036.300
2 ;002002;177;02;2;2;067;2;2;1;1;8;0;56;3; ; ;      ;  ; ; ; ;1;9;5;5;5;3;4;5;5;2;036.300
2 ;002002;180;01;1;1;089;2;2;1;3;7;0;22;3; ; ;      ;  ; ; ; ;1;6;5;5;5;4;5;5;5;2;036.300
2 ;002002;180;02;2;2;078;2;2;1;3;7;2;22;3; ; ;      ;  ; ; ; ;2; ;5;5;3;4;3;5;4;1;036.300
2 ;002003;004;01;1;1;051;1;1;1;5;1;0;31;3; ;2;050001;06;2; ;2;2; ;5;5;4;5;5;4;1;1;037.507
2 ;002003;004;02;2;2;047;1;1;1;4;8;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;5;4;3;5;4;1;037.507
2 ;002003;004;03;1;3;020;1;1;2;0;4;0;88;3; ;2;004003;  ;3; ;1;2; ;5;1;5;4;4;5;5;1;037.507
2 ;002003;004;04;1;3;018;1;1;2;0;5;0;85;3; ;2;007009;  ;3; ;1;2; ;5;1;5;4;4;5;5;1;037.507
2 ;002003;005;01;1;1;084;2;2;1;3;7;0;32;3; ; ;      ;  ; ; ; ;2;7;5;5;4;5;1;5;5;1;036.300
2 ;002003;005;02;2;2;064;2;2;2;2;7;0;51;3; ; ;      ;  ; ; ; ;2;7;5;5;5;4;2;2;4;2;036.300
2 ;002003;009;01;1;1;045;1;1;1;5;1;0;32;3; ;2;900095;18;3; ;1;1;7;5;5;5;2;1;5;3;2;046.930
2 ;002003;009;02;2;2;035;1;1;2;5;1;0;32;3; ;2;002001;18;3; ;1;2; ;5;5;5;4;2;5;3;1;046.930
2 ;002003;009;03;2;3;019;1;1;2;0;4;0;87;2;1;2;024006;  ;3; ;1;2; ;5;5;5;3;3;5;3;1;046.930
2 ;002003;039;01;1;1;060;1;1;1;5;7;0;31;3; ; ;      ;  ; ; ; ;2; ;1;5;5;2;1;3;3;1;049.270
2 ;002003;044;01;2;1;082;2;2;1;4;7;0;22;3; ; ;      ;  ; ; ; ;2; ;5;5;5;3;4;5;5;1;036.300
2 ;002003;044;02;1;3;042;1;1;1;5;1;0;22;3; ;2;200005;07;2; ;1;2; ;5;1;4;2;4;4;1;1;036.300
2 ;002003;055;01;2;1;083;2;2;2;4;8;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;5;5;4;5;5;2;049.270
2 ;002003;059;01;2;1;025;1;1;1;5;1;0;46;3; ;2;002003;09;2; ;1;2; ;5;5;4;3;5;5;5;1;049.270
2 ;002003;067;01;2;1;039;1;1;1;2;6;0;55;3; ; ;      ;  ; ; ; ;2; ;1;5;2;4;2;4;4;1;036.300
2 ;002003;067;02;2;3;011;1;1;2;0;5;0;84;3; ;2;001001;  ; ; ; ;2; ;3;5;5;2;2;4;4;1;036.300
2 ;002003;068;01;1;1;046;1;1;1;3;1;0;46;3; ;2;039003;12;3; ;3;2; ;4;1;5;5;4;5;5;1;037.507
2 ;002003;068;02;2;2;038;1;1;1;4;1;0;46;3; ;2;002003;12;3; ;1;2; ;4;4;4;4;3;5;5;1;037.507
2 ;002003;068;03;1;3;010;2;1;2;0;5;0;83;3; ;2;002004;  ; ; ; ;2; ;4;5;5;4;4;4;5;1;037.507
2 ;002003;068;04;2;3;006;2;2;2;0;5;0;83;3; ;2;002004;  ; ; ; ;2; ;4;5;5;4;4;4;5;1;037.507
2 ;002003;072;01;2;2;036;1;1;1;4;1;0;22;3; ;2;002003;09;3; ;3;2; ;4;5;3;3;4;5;5;1;036.300
2 ;002003;072;02;1;1;033;1;1;1;5;1;0;56;3; ;2;002003;09;3; ;3;2; ;4;5;3;3;4;4;4;1;036.300
2 ;002003;088;01;2;1;086;1;2;1;3;7;0;55;2;1; ;      ;  ; ; ; ;1;1;5;5;4;5;4;5;5;2;049.270
2 ;002003;091;01;2;1;060;1;1;1;5;2;0;51;3; ;2;002003;07;3; ;1;2; ;5;5;2;5;4;5;4;1;049.270
2 ;002003;093;01;2;1;020;1;1;1;0;4;0;88;3; ;2;015011;  ;3; ;3;2; ;5;2;5;2;2;5;5;1;049.270
2 ;002003;109;01;2;1;070;1;1;1;5;7;0;54;1;1; ;      ;  ; ; ; ;2; ;5;5;5;5;1;4;4;1;049.270
2 ;002003;118;01;2;1;065;1;2;1;5;7;0;32;3; ; ;      ;  ; ; ; ;2; ;5;5;3;4;5;5;5;1;036.300
2 ;002003;118;02;2;3;030;1;1;1;5;1;2;54;3; ;2;031006;13;1;2; ;2; ;5;5;1;5;5;5;5;1;036.300
2 ;002003;119;01;2;1;064;1;2;2;2;7;0;51;2;2; ;      ;  ; ; ; ;2; ;5;5;5;4;1;3;5;2;049.270
2 ;002003;137;01;2;1;081;2;2;2;2;7;0;61;3; ; ;      ;  ; ; ; ;2; ;5;5;5;3;4;5;5;2;049.270
2 ;002003;145;01;2;1;067;2;2;2;3;7;0;61;2;1; ;      ;  ; ; ; ;2; ;5;5;5;4;2;5;5;1;049.270
2 ;002003;150;01;2;1;079;2;1;1;2;7;0;54;3; ; ;      ;  ; ; ; ;2; ;5;5;4;4;5;5;5;1;049.270
2 ;002003;156;01;1;1;021;1;1;1;0;4;0;87;2;1;2;024003;  ;3; ;3;2; ;5;5;5;3;1;3;3;1;049.270
2 ;002003;172;01;2;1;067;1;1;1;3;7;0;21;3; ; ;      ;  ; ; ; ;1;9;5;5;4;3;3;4;4;1;049.270
2 ;002003;187;01;1;1;084;2;1;1;5;7;0;46;3; ; ;      ;  ; ; ; ;2; ;5;5;2;2;2;5;5;1;036.300
2 ;002003;187;02;2;2;077;2;2;1;4;8;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;2;2;2;5;5;2;036.300
2 ;002003;501;01;1;1;063;1;2;1;4;7;0;54;3; ; ;      ;  ; ; ; ;2; ;5;5;1;4;1;5;4;1;036.300
2 ;002003;501;02;2;2;058;1;2;1;4;7;0;54;3; ; ;      ;  ; ; ; ;2; ;5;5;2;2;1;5;4;1;036.300
2 ;002004;016;01;1;1;046;1;1;1;3;1;0;61;3; ;2;005002;09;3; ;3;2; ;4;1;2;2;4;5;4;1;049.270
2 ;002004;020;01;1;1;051;1;1;1;2;1;0;51;3; ;2;003008;08;3; ;1;2; ;5;5;2;5;5;5;4;1;046.930
2 ;002004;020;02;1;3;022;1;1;1;3;1;0;61;3; ;2;031003;10;1;1; ;2; ;5;5;1;4;5;5;4;1;046.930
2 ;002004;020;03;2;3;017;1;1;2;0;5;0;85;3; ;2;047001;  ; ; ; ;2; ;5;5;5;2;5;5;1;1;046.930
2 ;002004;021;01;2;1;067;2;2;2;3;7;0;61;3; ; ;      ;  ; ; ; ;2; ;5;5;5;4;4;5;5;1;049.270
2 ;002004;022;01;1;1;066;1;1;1;4;7;0;54;3; ; ;      ;  ; ; ; ;2; ;5;5;2;5;4;5;5;1;046.930
2 ;002004;022;02;2;2;059;1;1;2;2;1;0;54;3; ;2;007006;11;3; ;1;2; ;5;5;5;2;4;5;5;1;046.930
2 ;002004;022;03;1;3;024;1;1;2;4;6;0;47;3; ; ;      ;  ; ; ; ;2; ;5;5;5;4;2;5;3;2;046.930
2 ;002004;025;01;2;1;082;1;1;1;5;8;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;5;3;3;4;5;1;049.270
2 ;002004;033;01;2;1;066;1;1;1;5;7;0;31;3; ; ;      ;  ; ; ; ;2; ;5;5;5;2;2;2;4;1;049.270
2 ;002004;034;01;2;2;041;1;1;1;3;1;0;61;1;2;2;038002;08;1;2; ;2; ;5;5;1;3;1;5;5;1;037.507
2 ;002004;034;02;1;1;036;1;1;1;3;1;0;22;3; ;2;001003;07;3; ;1;2; ;5;5;3;3;1;5;5;1;037.507
2 ;002004;034;03;1;3;002; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;037.507
2 ;002004;034;04;2;3;001; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;037.507
2 ;002004;035;01;2;1;045;1;1;2;2;6;0;56;3; ; ;      ;  ; ; ; ;2; ;5;5;5;4;4;5;4;1;049.270
2 ;002004;038;01;1;1;036;1;1;1;4;1;0;46;3; ;2;002001;10;2; ;1;2; ;5;5;4;4;2;4;3;1;036.300
2 ;002004;038;02;2;2;033;1;1;1;4;1;0;46;3; ;1;002004;10; ; ; ;2; ;5;5;4;4;2;4;3;1;036.300
2 ;002004;041;01;2;2;033;1;2;2;2;9;0;41;2;1; ;      ;  ; ; ; ;2; ;5;5;5;2;3;5;5;1;036.300
2 ;002004;041;02;1;1;030;1;2;2;2;9;0;46;2;1; ;      ;  ; ; ; ;2; ;5;5;5;2;3;5;5;1;036.300
2 ;002004;043;01;2;1;055;2;2;2;7;2;0;51;2;1;2;003002;19;3; ;1;2; ;5;5;5;5;1;5;5;1;036.300
2 ;002004;043;02;1;3;020;1;1;2;0;4;0;86;2;1;2;021005;  ;3; ;1;2; ;5;5;5;5;1;4;4;1;036.300
2 ;002004;045;01;2;1;055;1;1;2;3;2;0;56;3; ;1;002004;19;3; ;1;2; ;5;5;5;4;3;3;5;1;049.270
2 ;002004;046;01;1;1;038;1;1;2;4;1;0;46;3; ;1;002004;08;3; ;1;2; ;5;5;5;1;2;4;4;2;037.507
2 ;002004;046;02;2;2;036;1;1;1;2;2;0;54;3; ;2;024007;16;1;2; ;2; ;5;5;1;5;5;5;4;1;037.507
2 ;002004;046;03;2;3;011;1;1;2;0;5;0;84;3; ;2;024006;  ; ; ; ;2; ;5;5;5;1;5;5;4;1;037.507
2 ;002004;046;04;1;3;001; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;037.507
2 ;002004;070;01;2;2;054;1;2;1;5;8;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;4;4;2;5;2;1;037.507
2 ;002004;070;02;1;1;045;1;1;1;5;1;0;41;3; ;2;007051;17;3; ;1;2; ;5;5;4;4;3;5;5;1;037.507
2 ;002004;070;03;1;3;016;1;1;3;0;5;0;85;2;1;2;007001;  ; ; ; ;2; ;5;5;5;4;1;5;5;1;037.507
2 ;002004;070;04;2;3;015;1;1;2;0;5;0;85;3; ;2;007001;  ; ; ; ;2; ;5;5;5;4;4;5;5;1;037.507
2 ;002004;071;01;1;1;049;1;1;2;2;1;0;61;3; ;2;005006;09;3; ;1;2; ;5;1;5;5;5;5;5;1;036.300
2 ;002004;071;02;2;3;014;1;1;2;0;5;0;84;3; ;2;008006;  ; ; ; ;2; ;5;1;5;5;5;5;5;1;036.300
2 ;002004;076;01;1;1;040;1;1;1;5;2;0;32;3; ;2;999999;18;1;1; ;2; ;5;2;2;5;3;5;5;1;036.300
2 ;002004;076;02;2;2;034;1;1;1;4;1;0;31;3; ;2;003005;17;1;1; ;2; ;5;2;2;5;3;5;5;1;036.300
2 ;002004;078;01;1;1;078;1;2;1;2;7;0;51;3; ; ;      ;  ; ; ; ;2; ;5;5;1;5;5;5;5;1;049.270
2 ;002004;080;01;1;1;059;1;1;1;5;1;0;36;3; ;2;055051;06;1;2; ;2; ;5;5;1;5;2;4;4;1;049.270
2 ;002004;084;01;2;1;044;1;2;2;2;2;0;56;2;1;2;999999;17;3; ;1;2; ;5;5;5;2;1;5;5;1;046.930
2 ;002004;084;02;1;3;014;1;1;2;0;5;0;84;2;1;2;016006;  ; ; ; ;2; ;5;5;5;2;1;5;5;1;046.930
2 ;002004;084;03;1;3;012;1;1;2;0;5;0;84;3; ;2;016006;  ; ; ; ;2; ;5;5;5;2;2;5;5;2;046.930
2 ;002004;086;01;2;1;071;1;1;1;1;7;0;51;1;1; ;      ;  ; ; ; ;2; ;5;5;5;2;2;3;5;1;049.270
2 ;002004;090;01;1;1;060;1;2;1;2;6;0;61;3; ; ;      ;  ; ; ; ;2; ;4;5;1;1;5;5;4;2;036.300
2 ;002004;090;02;2;2;059;1;2;1;2;1;0;56;2;1;1;002004;17; ; ; ;2; ;5;5;2;1;2;5;4;1;036.300
2 ;002004;092;01;2;1;040;1;1;1;4;6;0;54;3; ; ;      ;  ; ; ; ;2; ;5;5;2;5;2;4;4;1;049.270
2 ;002004;103;01;2;1;049;1;1;2;2;9;0;55;3; ; ;      ;  ; ; ; ;2; ;5;5;5;4;2;2;3;1;036.300
2 ;002004;103;02;1;3;012;1;2;2;0;5;0;84;2;1;2;016006;  ; ; ; ;2; ;5;5;5;4;1;2;3;1;036.300
2 ;002004;105;01;1;1;045;1;2;2;2;6;0;56;3; ; ;      ;  ; ; ; ;2; ;5;5;5;4;2;4;1;1;049.270
2 ;002004;106;01;1;1;060;2;2;1;5;1;0;47;3; ;2;035051;15;1;3;3;2; ;5;5;1;5;4;5;5;1;037.507
2 ;002004;106;02;2;2;052;1;1;1;5;1;0;41;3; ;2;007001;16;3; ;2;2; ;5;5;3;3;2;5;3;1;037.507
2 ;002004;106;03;1;3;019;1;1;1;0;4;0;86;3; ;2;007006;  ;1;3; ;2; ;4;5;1;4;4;4;4;1;037.507
2 ;002004;106;04;1;3;015;1;1;2;0;5;0;85;3; ;2;007005;  ; ; ; ;2; ;4;4;5;2;2;5;4;1;037.507
2 ;002004;121;01;1;1;065;1;1;1;3;7;1;23;3; ; ;      ;  ; ; ; ;2; ;5;1;3;2;4;5;4;1;036.300
2 ;002004;121;02;2;2;063;2;1;1;3;8;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;5;3;4;4;4;2;036.300
2 ;002004;122;01;1;1;032;1;2;1;3;1;0;51;3; ;2;031006;14;3; ;1;2; ;5;5;5;4;2;5;2;1;049.270
2 ;002004;124;01;2;1;032;1;1;1;5;1;0;41;3; ;2;003003;16;3; ;1;2; ;5;1;5;2;4;5;5;1;049.270
2 ;002004;128;01;1;1;063;1;2;1;2;2;0;61;3; ;2;999999;06;2; ;1;2; ;5;5;3;5;4;5;5;1;036.300
2 ;002004;128;02;2;2;061;1;2;1;2;7;0;66;3; ; ;      ;  ; ; ; ;2; ;5;5;4;4;5;5;5;1;036.300
2 ;002004;129;01;1;1;030;1;1;1;5;1;0;36;3; ;2;076003;10;1;3; ;2; ;5;5;1;4;4;4;4;1;036.300
2 ;002004;129;02;2;2;030;1;1;1;5;1;0;46;1;1;2;079002;18;3; ;1;2; ;4;5;2;1;2;4;1;1;036.300
2 ;002004;147;01;2;1;056;1;2;1;5;9;0;41;3; ; ;      ;  ; ; ; ;1;9;5;5;5;3;5;5;5;1;049.270
2 ;002004;154;01;2;1;071;1;2;1;5;7;0;32;1;1; ;      ;  ; ; ; ;2; ;5;5;1;2;1;4;5;1;049.270
2 ;002004;166;01;1;1;056;1;1;1;5;1;0;32;3; ;2;006005;10;3; ;1;2; ;1;5;2;2;3;5;5;1;036.300
2 ;002004;166;02;2;2;054;1;1;1;5;7;0;41;3; ; ;      ;  ; ; ; ;2; ;5;5;2;2;3;5;5;1;036.300
2 ;002004;168;01;2;2;061;1;1;1;4;8;0;55;3; ; ;      ;  ; ; ; ;2; ;4;5;5;3;3;4;5;1;036.300
2 ;002004;168;02;1;1;060;1;1;1;5;1;0;32;3; ;2;038001;15;1;2; ;2; ;5;5;1;4;4;5;5;1;036.300
2 ;002004;171;01;1;1;044;1;1;2;3;6;0;61;3; ; ;      ;  ; ; ; ;2; ;5;5;5;5;3;5;4;3;046.930
2 ;002004;171;02;2;2;033;1;1;2;4;8;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;5;5;3;5;5;1;046.930
2 ;002004;171;03;2;3;005;2;2;2;0;5;0;83;3; ;2;002001;  ; ; ; ;2; ;5;5;5;5;3;5;5;1;046.930
2 ;002004;182;01;1;1;044;1;1;1;2;6;0;61;3; ; ;      ;  ; ; ; ;2; ;5;5;1;4;3;5;3;1;046.930
2 ;002004;182;02;2;2;034;1;1;2;2;8;0;61;3; ; ;      ;  ; ; ; ;2; ;5;5;5;2;3;5;4;1;046.930
2 ;002004;182;03;1;3;006;2;2;2;0;5;0;83;3; ;2;003003;  ; ; ; ;2; ;5;5;5;2;3;5;4;1;046.930
2 ;003001;006;01;1;1;078;2;2;1;3;7;0;22;2;2; ;      ;  ; ; ; ;2; ;5;5;5;5;2;5;4;1;079.486
2 ;003001;006;02;2;2;072;2;2;2;3;8;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;5;3;4;5;4;2;079.486
2 ;003001;033;01;1;1;072;2;2;1;5;7;0;32;3; ; ;      ;  ; ; ; ;2; ;5;5;5;5;3;5;5;1;074.152
2 ;003001;154;01;2;1;089;2;2;1;4;7;0;41;3; ; ;      ;  ; ; ; ;2; ;5;5;5;3;4;5;5;2;074.152
2 ;003001;155;01;2;1;072;1;2;1;3;7;0;54;2;2; ;      ;  ; ; ; ;2; ;5;5;5;4;2;4;5;1;074.152
2 ;003002;001;01;2;2;033;1;2;1;3;1;0;41;3; ;2;038051;07;1;1; ;2; ;5;5;1;3;5;5;5;1;025.437
2 ;003002;001;02;1;1;032;1;1;1;2;1;0;55;3; ;2;038051;07;1;1; ;2; ;5;5;1;5;5;5;5;1;025.437
2 ;003002;001;03;2;3;010;2;2;2;0;5;0;83;3; ;2;003003;  ; ; ; ;2; ;3;5;5;5;5;5;5;1;025.437
2 ;003002;001;04;2;3;007;2;2;2;0;5;0;83;3; ;2;003003;  ; ; ; ;2; ;3;5;5;5;5;5;5;1;025.437
2 ;003002;001;05;1;3;003; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;025.437
2 ;003002;001;06;2;3;001; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;025.437
2 ;003002;032;01;2;1;083;1;2;2;2;7;0;51;1;1; ;      ;  ; ; ; ;2; ;5;5;5;3;1;4;5;1;074.152
2 ;003002;047;01;1;1;075;1;2;1;5;7;0;22;3; ; ;      ;  ; ; ; ;2; ;5;5;2;4;5;5;5;1;074.152
2 ;003002;058;01;2;1;074;1;2;1;2;7;0;54;2;1; ;      ;  ; ; ; ;2; ;5;5;2;3;2;5;5;1;079.486
2 ;003002;058;02;1;3;039;1;1;1;2;6;0;61;3; ; ;      ;  ; ; ; ;2; ;3;5;2;4;3;5;5;1;079.486
2 ;003002;099;01;1;1;082;2;1;1;3;7;0;36;3; ; ;      ;  ; ; ; ;2; ;5;5;3;3;4;5;5;2;134.308
2 ;003002;099;02;2;2;060;1;1;1;3;7;0;41;3; ; ;      ;  ; ; ; ;2; ;5;5;3;3;4;5;5;1;134.308
2 ;003002;099;03;2;3;024;1;1;2;5;1;0;51;2;1;2;035001;14;3; ;2;2; ;5;5;5;3;1;4;5;1;134.308
2 ;003002;149;01;2;1;090;1;2;2;5;9;0;82;3; ; ;      ;  ; ; ; ;2; ;4;5;5;4;4;5;4;1;074.152
2 ;003002;178;01;2;1;061;1;1;1;3;7;0;54;2;1; ;      ;  ; ; ; ;1;6;5;5;5;3;2;1;3;1;074.152
2 ;003002;199;01;2;2;070;1;1;1;3;8;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;3;3;4;4;4;1;079.486
2 ;003002;199;02;1;1;065;1;1;1;3;7;0;21;3; ; ;      ;  ; ; ; ;2; ;5;5;3;3;4;4;4;1;079.486
