FICHE;ZONE;NUMECH;P01;P02;P03;P04;P05;P06;P07;P08;P09;P10;P11;P12;P13;P14;P15A;P15B;P16;P17A;P17B;P18A;P18B;P19;P20;P21;P22;P23;P24A;P24B;P25;COEP
2 ;087003;114;01;2;2;061;1;1;1;2;7;0;82;3; ; ;      ;  ; ; ; ;1;3;5;5;1;4;5;5;5;1;039.722
2 ;087003;114;02;1;1;059;2;1;1;3;7;0;54;3; ; ;      ;  ; ; ; ;1;3;5;5;2;2;5;5;5;2;039.722
2 ;087003;117;01;1;1;064;1;2;1;3;1;0;22;3; ;2;085007;07;1;1; ;2; ;5;5;1;5;5;5;5;1;039.722
2 ;087003;117;02;2;2;059;2;2;1;3;1;0;22;3; ;2;085007;07;1;1; ;2; ;5;5;1;1;4;5;5;1;039.722
2 ;087003;119;01;1;1;028;1;1;1;3;1;0;61;3; ;2;088003;09;1;3; ;2; ;5;5;1;4;4;5;5;1;039.722
2 ;087003;119;02;2;2;027;2;1;1;3;1;0;55;3; ;2;088003;09;3; ;3;2; ;5;5;4;1;4;5;5;1;039.722
2 ;087004;022;01;1;1;064;1;1;1;2;7;0;36;3; ; ;      ;  ; ; ; ;2; ;5;5;1;3;5;5;5;1;039.722
2 ;087004;022;02;2;2;059;1;1;1;2;1;0;54;3; ;2;100002;11;1;2; ;2; ;5;5;1;2;5;5;5;1;039.722
2 ;087004;024;01;1;1;070;1;2;1;1;7;0;61;1;1; ;      ;  ; ; ; ;2; ;5;5;4;4;1;3;5;1;041.598
2 ;087004;024;02;2;2;062;1;2;2;1;7;0;56;1;1; ;      ;  ; ; ; ;2; ;5;5;5;3;1;3;5;2;041.598
2 ;087004;024;03;2;4;036;1;1;1;5;1;0;36;3; ;2;087002;15;1;2; ;2; ;5;5;1;4;5;5;5;1;041.598
2 ;087004;024;04;1;3;033;1;1;3;4;1;0;55;2;1;2;090001;07;3; ;3;2; ;4;5;3;3;3;4;1;1;041.598
2 ;087004;025;01;1;1;070;1;1;1;5;7;0;36;3; ; ;      ;  ; ; ; ;2; ;5;5;1;5;4;4;5;1;039.722
2 ;087004;025;02;2;2;067;1;1;1;2;7;0;51;3; ; ;      ;  ; ; ; ;2; ;5;5;5;1;4;4;5;1;039.722
2 ;087004;029;01;1;1;047;1;2;1;1;1;0;21;3; ;2;983143;06;1;1; ;2; ;5;5;1;5;5;5;5;1;066.489
2 ;087004;029;02;1;4;036;1;2;1;2;1;0;66;3; ;2;087001;16;1;1; ;2; ;5;5;1;1;5;5;5;1;066.489
2 ;087004;029;03;2;2;027;1;2;1;2;8;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;1;2;5;5;5;2;066.489
2 ;087004;048;01;1;1;053;1;1;1;2;1;0;54;3; ;2;065007;14;1;1; ;2; ;5;5;1;4;5;5;5;1;041.598
2 ;087004;048;02;2;2;033;1;1;1;3;1;0;51;3; ;2;077004;15;1;2; ;2; ;5;5;1;4;5;5;5;1;041.598
2 ;087004;048;03;1;3;026;1;1;1;3;2;0;47;3; ;2;090002;10;1;1; ;2; ;3;5;1;5;5;5;5;2;041.598
2 ;087004;048;04;1;3;023;1;1;1;2;1;0;51;2;2;2;090001;05;1;2; ;2; ;5;5;1;5;5;5;5;1;041.598
2 ;087004;053;01;2;1;062;1;1;1;2;7;0;54;3; ; ;      ;  ; ; ; ;2; ;5;5;1;4;3;3;3;1;090.141
2 ;087004;075;01;1;1;059;1;1;1;2;7;0;36;3; ; ;      ;  ; ; ; ;2; ;5;5;1;4;5;5;5;1;090.141
2 ;087004;077;01;2;1;051;1;1;1;5;8;0;46;3; ; ;      ;  ; ; ; ;2; ;5;5;1;4;4;3;4;1;090.141
2 ;087004;081;01;1;1;060;1;1;1;2;7;0;61;2;1; ;      ;  ; ; ; ;2; ;4;5;2;3;3;4;4;1;090.141
2 ;087004;087;01;2;1;072;2;2;2;2;7;0;54;3; ; ;      ;  ; ; ; ;2; ;5;5;5;2;2;2;5;1;090.141
2 ;087004;088;01;1;1;050;1;1;1;2;1;0;61;3; ;2;078008;06;1;2; ;2; ;5;5;1;2;5;5;5;1;066.489
2 ;087004;088;02;2;2;048;1;2;1;5;2;0;41;3; ;2;089001;17;1;3; ;2; ;5;5;1;2;5;5;5;1;066.489
2 ;087004;088;03;1;3;015;1;1;2;0;5;0;85;3; ;2;089001;  ; ; ; ;2; ;5;5;5;1;5;4;5;1;066.489
2 ;087004;092;01;2;1;084;2;2;2;3;7;0;82;3; ; ;      ;  ; ; ; ;1;6;5;5;5;2;5;5;5;2;039.722
2 ;087004;092;02;2;3;060;1;1;1;5;1;0;41;3; ;2;101006;16;1;3; ;2; ;5;5;1;4;5;5;4;1;039.722
2 ;087004;094;01;2;1;040;1;1;1;4;1;0;54;3; ;2;087005;08;1;3; ;2; ;5;5;1;4;5;5;5;1;066.489
2 ;087004;094;02;1;3;017;1;1;2;0;5;1;85;3; ;2;031006;  ; ; ; ;2; ;5;1;5;2;5;4;4;1;066.489
2 ;087004;094;03;1;3;006;2;2;2;0;5;0;83;3; ;2;087003;  ; ; ; ;2; ;5;5;5;1;5;4;5;1;066.489
2 ;087004;095;01;1;1;062;1;1;1;3;7;0;54;3; ; ;      ;  ; ; ; ;2; ;2;5;1;2;5;2;3;1;039.722
2 ;087004;095;02;2;2;060;1;1;1;2;1;0;56;3; ;2;076052;16;1;3; ;2; ;5;5;1;5;5;2;3;1;039.722
2 ;087004;099;01;1;1;073;1;1;1;1;7;0;22;3; ; ;      ;  ; ; ; ;2; ;5;5;1;3;5;5;5;1;039.722
2 ;087004;099;02;2;2;070;1;1;1;2;7;0;22;3; ; ;      ;  ; ; ; ;2; ;5;5;3;1;5;5;5;1;039.722
2 ;087004;102;01;2;2;035;1;1;1;3;8;0;55;3; ; ;      ;  ; ; ; ;2; ;5;5;1;2;5;5;4;2;041.598
2 ;087004;102;02;1;1;033;1;1;1;4;1;0;61;3; ;2;089002;14;1;2; ;2; ;5;3;1;3;5;5;4;1;041.598
2 ;087004;102;03;1;3;003; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;041.598
2 ;087004;102;04;1;3;001; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;041.598
2 ;087004;108;01;2;1;048;1;1;1;3;1;0;56;3; ;1;087004;20;3; ;2;2; ;5;5;2;2;5;5;5;1;039.722
2 ;087004;108;02;1;3;019;1;1;1;3;1;0;61;3; ;2;083015;06;1;2; ;2; ;5;5;1;4;5;5;5;1;039.722
2 ;087004;109;01;1;1;057;2;2;1;2;1;0;61;3; ;2;088002;09;2; ;2;2; ;5;1;2;5;5;5;5;1;090.141
2 ;087005;004;01;2;1;047;1;1;1;3;1;0;51;3; ;2;087005;07;2; ;2;2; ;5;4;4;4;5;5;5;1;039.722
2 ;087005;004;02;2;4;037;1;1;1;5;1;2;36;3; ;2;076003;10;1;3; ;2; ;3;5;1;5;5;5;5;1;039.722
2 ;087005;020;01;1;1;036;1;1;1;5;1;0;31;3; ;2;076003;13;1;2; ;2; ;5;5;1;4;5;5;5;1;055.343
2 ;087005;020;02;2;2;033;1;1;1;5;8;0;32;3; ; ;      ;  ; ; ; ;2; ;5;5;1;3;5;5;4;1;055.343
2 ;087005;020;03;1;3;006;2;2;2;0;5;0;83;3; ;2;087004;  ; ; ; ;2; ;5;5;5;1;5;5;5;1;055.343
2 ;087005;020;04;2;3;003; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;055.343
2 ;087005;020;05;2;3;001; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;055.343
2 ;087005;027;01;1;1;038;1;2;1;2;1;0;51;3; ;2;075013;19;2; ;1;2; ;5;2;5;2;1;1;1;1;041.598
2 ;087005;027;02;2;2;025;2;2;2;2;8;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;5;2;1;1;5;2;041.598
2 ;087005;027;03;1;3;002; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;041.598
2 ;087005;027;04;2;3;002; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;041.598
2 ;087005;031;01;2;1;075;1;2;1;4;7;0;41;3; ; ;      ;  ; ; ; ;2; ;5;5;1;5;5;5;5;1;090.141
2 ;087005;039;01;1;1;030;1;1;1;3;1;0;51;3; ;2;900005;15;1;1; ;2; ;4;5;2;5;4;5;4;1;066.489
2 ;087005;039;02;2;2;029;1;1;1;3;8;0;54;3; ; ;      ;  ; ; ; ;2; ;5;5;1;5;5;5;5;1;066.489
2 ;087005;039;03;1;3;005;2;2;2;0;5;0;83;3; ;2;087004;  ; ; ; ;2; ;5;5;5;1;5;5;5;1;066.489
2 ;087005;051;01;1;1;054;1;2;1;3;1;0;47;3; ;2;043002;06;1;2; ;2; ;5;4;1;5;1;5;5;1;066.489
2 ;087005;051;02;2;2;053;1;2;1;3;8;0;54;3; ; ;      ;  ; ; ; ;2; ;5;5;1;2;2;5;5;1;066.489
2 ;087005;051;03;2;3;021;1;1;2;0;4;0;88;2;1;2;020002;  ;3; ;1;2; ;5;5;5;1;1;1;3;1;066.489
2 ;087005;057;01;2;1;051;1;1;1;5;1;0;41;3; ;2;085003;17;1;2; ;1;5;5;5;1;3;4;2;4;1;039.722
2 ;087005;057;02;2;3;017;1;1;3;0;5;0;85;3; ;2;087005;  ; ; ; ;2; ;5;5;5;1;2;2;4;1;039.722
2 ;087005;062;01;1;1;033;1;1;1;5;1;0;36;3; ;2;096051;03;1;1; ;2; ;5;2;1;5;5;5;5;1;039.722
2 ;087005;062;02;2;2;029;1;1;1;4;1;0;41;3; ;2;058002;15;1;3; ;2; ;5;5;1;3;5;5;5;1;039.722
2 ;087005;067;01;1;1;056;1;1;1;2;7;0;41;3; ; ;      ;  ; ; ; ;2; ;5;5;1;4;4;4;4;2;039.722
2 ;087005;067;02;2;2;055;1;1;1;2;1;0;51;3; ;2;090002;17;1;1; ;2; ;5;5;1;4;4;4;4;1;039.722
2 ;087005;120;01;1;1;035;2;2;1;4;1;0;47;3; ;2;104052;10;1;1; ;2; ;5;5;1;4;5;5;5;1;041.598
2 ;087005;120;02;2;2;032;1;2;2;3;6;0;55;3; ; ;      ;  ; ; ; ;2; ;5;5;5;1;4;5;4;1;041.598
2 ;087005;120;03;2;3;007;2;2;2;0;5;0;83;3; ;2;089002;  ; ; ; ;2; ;5;5;5;1;5;5;5;1;041.598
2 ;087005;120;04;1;3;003; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;041.598
2 ;088001;007;01;1;1;065;1;2;1;3;7;0;48;3; ; ;      ;  ; ; ; ;2; ;5;5;1;5;5;5;5;1;085.049
2 ;088001;007;02;2;2;061;1;2;1;2;2;0;56;3; ;2;089002;16;1;2; ;2; ;5;5;1;2;5;5;5;1;085.049
2 ;088001;008;01;2;4;049;1;1;1;2;8;0;51;3; ; ;      ;  ; ; ; ;2; ;5;5;1;5;5;5;5;1;095.108
2 ;088001;008;02;1;1;048;2;2;1;2;1;0;61;3; ;2;092052;08;1;2; ;2; ;5;5;1;5;5;5;5;1;095.108
2 ;088001;008;03;2;3;014;1;1;2;0;5;0;84;3; ;2;087004;  ; ; ; ;2; ;5;5;5;1;5;5;5;1;095.108
2 ;088001;023;01;2;1;038;1;1;1;2;1;0;51;3; ;2;089001;09;1;2; ;2; ;5;5;1;5;5;5;5;1;095.108
2 ;088001;023;02;1;3;014;1;2;2;0;5;0;84;3; ;2;088005;  ; ; ; ;2; ;5;5;5;2;5;4;5;1;095.108
2 ;088001;023;03;2;3;012;1;2;2;0;5;0;84;3; ;2;088005;  ; ; ; ;2; ;5;5;5;2;5;5;5;1;095.108
2 ;088001;041;01;1;2;035;1;2;2;2;6;0;55;3; ; ;      ;  ; ; ; ;2; ;5;5;5;3;2;3;4;1;050.327
2 ;088001;041;02;1;1;031;1;2;2;2;6;0;66;3; ; ;      ;  ; ; ; ;2; ;3;5;5;3;3;3;4;1;050.327
2 ;088001;041;03;2;3;009;2;2;2;0;5;0;83;3; ;2;088005;  ; ; ; ;2; ;5;5;5;3;3;3;4;2;050.327
2 ;088001;041;04;2;3;004; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;050.327
2 ;088001;070;01;1;1;060;2;1;1;4;7;0;41;3; ; ;      ;  ; ; ; ;2; ;5;5;1;5;5;5;5;2;085.049
2 ;088001;070;02;2;2;057;1;1;1;4;7;0;41;3; ; ;      ;  ; ; ; ;2; ;5;5;1;2;5;5;5;2;085.049
2 ;088001;071;01;2;1;031;1;1;1;3;2;0;56;3; ;2;088001;17;3; ;1;2; ;5;5;1;4;5;5;5;1;075.493
2 ;088001;071;02;1;3;012;1;1;2;0;5;0;84;3; ;2;088005;  ; ; ; ;2; ;5;5;5;2;5;5;5;1;075.493
2 ;088001;071;03;2;3;011;1;1;2;0;5;0;84;3; ;2;088005;  ; ; ; ;2; ;5;5;5;2;5;5;5;1;075.493
2 ;088001;071;04;2;3;005;2;2;2;0;5;0;83;3; ;2;088005;  ; ; ; ;2; ;5;5;5;2;5;5;5;2;075.493
2 ;088001;071;05;1;3;001; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;075.493
2 ;088001;093;01;2;1;063;1;2;1;2;7;0;55;3; ; ;      ;  ; ; ; ;2; ;5;5;1;4;5;5;5;1;112.443
2 ;088001;120;01;1;1;046;1;1;1;2;1;0;66;3; ;2;089001;07;1;2; ;2; ;5;5;1;4;5;5;5;1;024.662
2 ;088001;120;02;2;2;041;1;1;1;2;1;0;54;3; ;2;089001;03;1;2; ;2; ;5;5;1;3;5;5;5;1;024.662
2 ;088001;120;03;1;3;013;2;1;2;0;5;0;84;2;1;2;088005;  ; ; ; ;2; ;5;5;5;1;5;5;5;1;024.662
2 ;088001;120;04;1;3;010;2;2;2;0;5;0;83;3; ;2;087004;  ; ; ; ;2; ;5;5;5;1;5;5;5;1;024.662
2 ;088001;120;05;2;3;008;2;2;2;0;5;0;83;3; ;2;088005;  ; ; ; ;2; ;5;5;5;1;5;5;5;1;024.662
2 ;088001;120;06;2;3;003; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;024.662
2 ;088001;121;01;1;1;023;1;1;1;5;1;0;21;3; ;2;087005;19;1;1; ;2; ;5;5;1;4;5;5;4;1;112.443
2 ;088002;005;01;1;1;035;1;1;1;5;1;0;36;3; ;2;076001;10;1;3; ;2; ;5;5;1;5;5;5;5;1;050.327
2 ;088002;005;02;2;2;035;1;1;1;5;1;0;47;3; ;2;083003;03;1;3; ;2; ;5;5;1;5;5;5;5;1;050.327
2 ;088002;005;03;2;3;003; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;050.327
2 ;088002;005;04;2;3;001; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;050.327
2 ;088002;019;01;1;1;053;1;1;1;3;1;0;46;3; ;2;088001;15;1;3; ;2; ;5;5;1;5;5;5;5;2;085.049
2 ;088002;019;02;2;2;051;1;1;1;5;1;0;41;3; ;2;045004;17;1;3; ;2; ;5;5;1;5;5;5;5;1;085.049
2 ;088002;030;01;1;1;039;1;1;1;2;1;0;61;3; ;2;075051;03;1;3; ;2; ;5;5;1;5;5;5;5;1;050.327
2 ;088002;030;02;2;2;038;1;1;1;3;1;0;61;3; ;2;088005;16;1;3; ;2; ;5;5;1;2;5;4;5;1;050.327
2 ;088002;030;03;1;3;017;1;1;2;0;5;0;85;3; ;2;087003;  ; ; ; ;2; ;5;1;5;3;5;3;5;1;050.327
2 ;088002;030;04;2;3;015;1;1;2;0;5;0;85;3; ;2;087005;  ; ; ; ;2; ;5;5;5;1;5;3;5;1;050.327
2 ;088002;031;01;2;2;031;1;1;1;4;8;0;55;3; ; ;      ;  ; ; ; ;2; ;5;5;1;2;5;5;5;1;050.327
2 ;088002;031;02;1;1;030;1;1;1;4;1;0;61;3; ;2;090051;06;1;2; ;2; ;5;5;1;4;5;5;5;1;050.327
2 ;088002;031;03;2;3;005;2;2;2;0;5;0;83;3; ;2;088002;  ; ; ; ;2; ;5;5;5;1;5;5;5;1;050.327
2 ;088002;031;04;1;3;002; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;050.327
2 ;088002;032;01;2;1;068;1;1;1;5;7;0;32;3; ; ;      ;  ; ; ; ;2; ;5;5;1;1;5;5;4;1;112.443
2 ;088002;037;01;2;2;044;1;1;1;4;2;0;51;3; ;2;099002;17;1;4; ;2; ;5;5;1;3;5;5;5;1;095.108
2 ;088002;037;02;1;1;036;1;1;1;4;1;0;21;3; ;1;088002;06; ; ; ;2; ;5;2;1;5;5;5;5;1;095.108
2 ;088002;037;03;1;3;003; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;095.108
2 ;088002;039;01;1;1;052;1;1;1;5;1;0;36;3; ;1;088002;11;1;2; ;2; ;5;5;1;4;5;5;5;1;095.108
2 ;088002;039;02;2;2;048;2;2;1;4;8;0;55;3; ; ;      ;  ; ; ; ;2; ;5;5;1;2;5;5;5;1;095.108
2 ;088002;039;03;1;3;022;1;1;1;4;6;0;81;3; ; ;      ;  ; ; ; ;2; ;5;5;5;2;5;5;5;2;095.108
2 ;088002;044;01;1;1;079;1;1;1;2;7;0;61;3; ; ;      ;  ; ; ; ;2; ;5;5;1;2;5;5;5;1;085.049
2 ;088002;044;02;2;2;073;1;1;1;2;7;0;36;3; ; ;      ;  ; ; ; ;2; ;5;5;1;3;5;5;5;1;085.049
2 ;088002;049;01;2;4;086;2;2;1;2;7;0;66;3; ; ;      ;  ; ; ; ;1;9;5;5;5;3;5;5;5;2;085.049
2 ;088002;049;02;2;1;056;1;2;2;2;2;0;56;2;2;2;085001;15;3; ;1;2; ;5;5;5;3;2;5;5;1;085.049
2 ;088002;051;01;2;2;048;1;2;1;2;8;0;22;3; ; ;      ;  ; ; ; ;2; ;5;5;1;1;5;5;5;1;095.108
2 ;088002;051;02;1;1;045;1;1;1;3;1;0;61;3; ;2;088004;14;1;3; ;2; ;5;5;1;4;5;5;5;1;095.108
2 ;088002;051;03;1;3;017;1;1;3;0;5;0;85;3; ;2;068006;  ; ; ; ;2; ;5;5;1;1;5;5;4;1;095.108
2 ;088002;052;01;1;1;045;1;1;1;5;1;0;36;3; ;2;076003;13;1;2; ;2; ;5;4;1;5;5;5;5;1;050.327
2 ;088002;052;02;2;2;045;1;1;1;4;2;0;36;3; ;2;076003;14;1;2; ;2; ;5;5;1;4;5;5;5;1;050.327
2 ;088002;052;03;1;3;016;1;1;2;0;5;0;85;3; ;2;085002;  ; ; ; ;2; ;5;5;5;1;2;3;5;1;050.327
2 ;088002;052;04;1;3;014;1;2;2;0;5;0;84;3; ;2;085002;  ; ; ; ;2; ;5;5;5;1;2;5;5;1;050.327
2 ;088002;056;01;2;2;042;1;1;1;3;2;0;51;3; ;2;097008;17;1;4; ;2; ;5;5;1;4;5;5;5;1;075.493
2 ;088002;056;02;1;1;041;1;1;1;4;1;0;55;3; ;2;075010;12;1;3; ;2; ;5;5;1;3;5;5;5;1;075.493
2 ;088002;056;03;2;3;016;1;1;2;0;5;0;85;2;1;2;085002;  ; ; ; ;2; ;5;5;5;1;4;4;5;1;075.493
2 ;088002;056;04;2;3;013;1;1;2;0;5;0;84;2;1;2;088005;  ; ; ; ;2; ;5;5;5;1;4;5;5;1;075.493
2 ;088002;056;05;1;3;003; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;075.493
2 ;088002;061;01;1;1;048;1;1;1;5;1;0;36;3; ;2;076003;15;1;2; ;2; ;5;5;1;4;5;4;5;1;085.049
2 ;088002;061;02;2;2;044;1;1;1;5;1;0;36;3; ;2;983137;17;1;2; ;2; ;5;5;1;4;5;5;5;1;085.049
2 ;088002;063;01;2;2;037;1;1;1;5;8;0;55;3; ; ;      ;  ; ; ; ;2; ;5;5;1;2;5;5;5;1;075.493
2 ;088002;063;02;1;1;036;1;1;1;5;1;0;36;3; ;2;037001;11;1;2; ;2; ;5;5;1;5;5;5;5;1;075.493
2 ;088002;063;03;1;3;007;2;2;2;0;5;0;83;3; ;2;088002;  ; ; ; ;2; ;5;5;5;2;5;5;5;1;075.493
2 ;088002;063;04;1;3;006;2;2;2;0;5;0;83;3; ;2;088002;  ; ; ; ;2; ;5;5;5;2;5;5;5;1;075.493
2 ;088002;063;05;2;3;003; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;075.493
2 ;088002;080;01;2;1;038;1;1;1;3;1;0;22;3; ;2;085007;07;1;1; ;2; ;5;5;1;4;5;5;5;1;095.108
2 ;088002;080;02;2;3;010;2;1;2;0;5;0;83;3; ;2;088002;  ; ; ; ;2; ;5;5;5;1;5;5;5;1;095.108
2 ;088002;080;03;2;3;008;2;2;2;0;5;0;83;3; ;2;088002;  ; ; ; ;2; ;5;5;5;1;5;5;5;1;095.108
2 ;088002;083;01;1;1;045;1;1;1;2;1;0;47;3; ;2;046001;14;1;2; ;2; ;5;4;1;4;5;5;5;1;050.327
2 ;088002;083;02;2;2;036;1;1;1;2;1;0;41;3; ;2;088005;16;1;1; ;2; ;5;4;1;3;5;5;5;1;050.327
2 ;088002;083;03;2;3;013;2;2;2;0;5;0;84;2;1;2;088005;  ; ; ; ;2; ;5;5;5;4;1;5;5;1;050.327
2 ;088002;083;04;1;3;006;2;2;2;0;5;0;83;1;1;2;088002;  ; ; ; ;2; ;5;5;5;4;1;5;5;1;050.327
2 ;088002;090;01;2;2;060;1;1;1;5;8;0;31;3; ; ;      ;  ; ; ; ;2; ;5;5;2;2;5;5;5;1;085.049
2 ;088002;090;02;1;1;058;2;1;1;5;1;0;32;3; ;1;088002;13;2; ;2;2; ;5;5;1;4;5;5;5;2;085.049
2 ;088002;095;01;1;1;036;1;1;1;4;1;0;36;3; ;2;096051;10;1;1; ;2; ;5;5;1;4;5;5;5;1;075.493
2 ;088002;095;02;2;2;034;1;1;1;5;2;0;36;3; ;2;076003;10;1;3; ;2; ;5;5;1;3;5;5;5;1;075.493
2 ;088002;095;03;1;3;004; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;075.493
2 ;088002;095;04;1;3;002; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;075.493
2 ;088002;095;05;2;3;001; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;075.493
2 ;088002;097;01;2;2;073;1;1;1;2;7;0;55;1;1; ;      ;  ; ; ; ;2; ;5;5;2;4;4;4;5;1;085.049
2 ;088002;097;02;1;1;071;2;1;1;2;7;0;66;1;1; ;      ;  ; ; ; ;1;6;5;5;4;4;5;5;5;2;085.049
2 ;088002;098;01;2;2;046;1;1;1;2;1;0;56;3; ;2;086002;19;1;2; ;2; ;5;5;1;2;5;5;5;1;050.327
2 ;088002;098;02;1;1;044;1;1;1;2;1;0;61;3; ;2;076053;09;1;4; ;2; ;5;5;1;4;5;5;5;1;050.327
2 ;088002;098;03;2;3;022;1;1;1;2;1;0;55;3; ;2;089002;07;1;3; ;2; ;5;5;1;5;5;5;5;1;050.327
2 ;088002;098;04;1;3;010;1;2;2;0;5;0;83;3; ;2;085003;  ; ; ; ;2; ;5;5;5;1;5;5;5;1;050.327
2 ;088002;099;01;2;4;075;1;2;1;1;7;0;51;3; ; ;      ;  ; ; ; ;1;5;5;5;5;4;5;5;5;2;095.108
2 ;088002;099;02;1;1;049;1;1;1;3;6;0;61;3; ; ;      ;  ; ; ; ;2; ;5;4;1;5;5;5;5;1;095.108
2 ;088002;099;03;1;3;016;1;2;2;0;5;0;85;3; ;2;087004;  ; ; ; ;2; ;5;5;5;2;1;4;5;1;095.108
2 ;088002;113;01;2;1;070;2;1;1;2;7;0;56;3; ; ;      ;  ; ; ; ;2; ;5;5;1;3;5;5;5;1;085.049
2 ;088002;113;02;2;3;045;1;1;1;2;8;0;55;3; ; ;      ;  ; ; ; ;2; ;5;5;1;3;5;5;5;1;085.049
2 ;088002;540;01;2;1;037;1;1;1;5;1;0;36;3; ;2;075008;03;1;2; ;2; ;5;5;1;5;5;5;5;1;085.049
2 ;088002;540;02;1;3;009;2;2;2;0;5;0;83;3; ;2;086001;  ; ; ; ;2; ;5;5;5;1;5;5;5;1;085.049
2 ;088003;038;01;2;2;037;1;1;1;4;1;0;48;3; ;2;092001;06;1;1; ;2; ;5;5;1;4;5;5;5;1;095.108
2 ;088003;038;02;1;1;033;1;1;1;2;1;0;61;3; ;2;088003;09;1;3; ;2; ;5;2;1;2;5;5;5;1;095.108
2 ;088003;038;03;2;3;008;2;2;2;0;5;0;83;3; ;2;089002;  ; ; ; ;2; ;5;5;5;1;5;5;5;1;095.108
2 ;088003;055;01;1;1;054;2;1;1;4;1;0;36;3; ;2;076055;10;1;3; ;2; ;4;5;1;4;5;5;4;2;050.327
2 ;088003;055;02;2;2;038;1;1;1;4;1;0;36;3; ;2;076056;10;1;3; ;2; ;5;5;1;3;5;5;4;1;050.327
2 ;088003;055;03;2;3;009;2;2;2;0;5;0;83;3; ;2;089001;  ; ; ; ;2; ;4;4;5;1;5;5;4;2;050.327
2 ;088003;055;04;2;3;006;2;2;2;0;5;0;83;3; ;2;089001;  ; ; ; ;2; ;4;4;5;1;5;5;4;2;050.327
2 ;088004;028;01;1;1;045;1;1;1;2;1;0;61;3; ;2;088004;20;2; ;2;2; ;5;5;1;5;5;5;5;1;024.662
2 ;088004;028;02;2;2;038;1;2;1;2;8;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;1;3;5;5;5;2;024.662
2 ;088004;028;03;2;3;022;1;1;1;4;1;0;55;3; ;2;088003;07;1;3; ;2; ;5;5;1;4;5;4;5;1;024.662
2 ;088004;028;04;2;3;018;1;1;1;0;5;0;85;2;1;2;087005;  ;3; ;3;2; ;1;5;5;4;1;3;4;1;024.662
2 ;088004;028;05;1;3;014;1;1;2;0;5;0;84;2;1;2;089001;  ; ; ; ;2; ;2;5;5;1;1;3;5;1;024.662
2 ;088004;028;06;2;3;007;2;2;2;0;5;0;83;3; ;2;088003;  ; ; ; ;2; ;3;5;5;1;5;5;5;1;024.662
2 ;088004;028;07;1;3;001; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;024.662
2 ;088004;029;01;2;2;026;1;1;1;3;1;0;54;3; ;2;075051;03;1;3; ;2; ;5;5;1;2;5;5;5;1;095.108
2 ;088004;029;02;1;1;025;1;1;1;3;1;0;61;3; ;2;075051;03;1;3; ;2; ;5;4;1;5;5;5;5;1;095.108
2 ;088004;029;03;2;3;002; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;095.108
2 ;088004;033;01;2;1;060;1;1;1;4;7;0;41;3; ; ;      ;  ; ; ; ;2; ;5;1;2;2;3;4;4;1;112.443
2 ;088004;035;01;1;1;068;1;1;1;2;7;0;47;3; ; ;      ;  ; ; ; ;2; ;5;1;1;3;5;4;5;1;085.049
